δαιμονιώδης, ες	daimoniōdēs	daimoniodes		1141	1229	1	a-4a	of the devil, demonic	pertaining to, or proceeding from demons; demonic, devilish, Jas. 3:15*
δαίμων, ονος, ὁ	daimōn	daimon		1142	1230	1	n-3f(1b)	demon, evil spirit	a god, a superior power;, in NT a malignant demon, evil angel, Mt. 8:31*
δάκνω	daknō	dakno	-, -, -, -, ἐδήχθην	1143	1231	1	v-3a(1)	to bite	to bite, sting;, met. to molest, vex, injure, Gal. 5:15*
δάκρυον, -ου, τό	dakryon	dakryon		1144	1232	10	n-2c	teardrop	also spelled δάκρυ, a tear
δακρύω	dakryō	dakryo	-, ἐδάκρυσα, -, -, -	1145	1233	1	v-1a(4)	to weep, shed tears	to shed tears, weep, Jn. 11:35*
δακτύλιος, ου, ὁ	daktylios	daktylios		1146	1234	1	n-2a	(finger) ring	a ring for the finger, Lk. 15:22*
δάκτυλος, ου, ὁ	daktylos	daktylos		1147	1235	8	n-2a	finger	a finger, Mt. 23:4; Mk. 7:33; from Hebrew, power, Lk. 11:20
Δαλμανουθά, ἡ	Dalmanoutha	Dalmanoutha		1148	1236	1	n-3g(2)	Dalmanutha	Dalmanutha, indecl., a small town on the shore of the Sea of Tiberias, Mk. 8:10*
Δαλματία, ας, ἡ	Dalmatia	Dalmatia		1149	1237	1	n-1a	Dalmatia, deceitful	Dalmatia, 2 Tim. 4:10*
δαμάζω	damazō	damazo	-, ἐδάμασα, -, δεδάμασμαι, -	1150	1238	4	v-2a(1)	to tame, subdue, control	also spelled δανειζω, to subdue, tame, Mk. 5:4; Jas. 3:7; met. to restrain within proper limits, Jas. 3:8*
δάμαλις, εως, ἡ	damalis	damalis		1151	1239	1	n-3e(5b)	heifer, young cow	a heifer, young cow, Heb. 9:13*
Δάμαρις, ιδος, ἡ	Damaris	Damaris		1152	1240	1	n-3c(2)	Damaris	Damaris, pr. name, Acts 17:34*
Δαμασκηνός, ή, όν	Damaskēnos	Damaskenos		1153	1241	1	a-1a(2a)	Damascene, from Damascus	A Damascene, a native of Damascus, 2 Cor. 11:32*
Δαμασκός, -οῦ, ὁ	Damaskos	Damaskos		1154	1242	15	n-2b	Damascus	Damascus, the capital city of Syria
Δάν, ὁ	Dan	Dan		0	1243	0	n-3g(2)	Dan	
δανείζω	daneizō	daneizo		1155	1244	4	v-2a(1)	to lend, (mid.) to borrow	see δανιζω
δάνειον, ου, τό	daneion	daneion		1156	1245	1	n-2c	debt, loan	a loan, debt, Mt. 18:27*
δανειστής, οῦ, ὁ	daneistēs	daneistes		1157	1246	0	n-1f	moneylender, creditor	
δανίζω	danizō	danizo	-, ἐδάνισα, -, -, -	1155	1247	0	v-2a(1)	to lend; (mid.) to borrow	
Δανιήλ, ὁ	Daniēl	Daniel		1158	1248	1	n-3g(2)	Daniel, God [El] is my judge	Daniel, pr. name, indecl., Mt. 24:15*
δανιστής, ου, ὁ	danistēs	danistes		1157	1250	1	n-1f	moneylender, creditor	a money-lender, creditor, Lk. 7:41*
δαπανάω	dapanaō	dapanao	δαπανήσω, ἐδαπάνησα, -, -, ἐδαπανήθην	1159	1251	5	v-1d(1a)	to spend; to pay expenses	to expend, be at expense, Mk. 5:26; Acts 21:24; 2 Cor. 12:15; to spend, waste, consume by extravagance, Lk. 15:14; Jas. 4:3*
δαπάνη, ης, ἡ	dapanē	dapane		1160	1252	1	n-1b	cost, expense	expense, cost, Lk. 14:28*
Δαυίδ, ὁ	Dauid	Dauid		1138	1253	59	n-3g(2)	David, beloved one	also spelled Δανειδ and Δαβιδ, David, pr. name, indecl., Mt. 1:6; Lk. 1:27; Acts 2:29; Rom. 1:3; 2 Tim. 2:28
δέ	de	de		1161	1254	2792	particle	but, and, then, rather	a conjunctive particle, marking the superaddition of a clause, whether in opposition or in continuation, to what has preceded, and it may be variously rendered but, on the other hand, and, also, now, etc.; καὶ δέ, when there is a special superaddition in continuation, too, yea, etc. It sometimes is found at the commencement of the apodosis of a sentence, Acts 11:17. It serves also to mark the resumption of an interrupted discourse, 2 Cor. 2:10; Gal. 2:6
δέησις, -εως, ἡ	deēsis	deesis		1162	1255	18	n-3e(5b)	prayer, request, petition	entreaty; prayer, supplication, Lk. 1:13; 2:37; 5:33
δεῖ	dei	dei	(ἔδει), -, -, -, -, -	1163	1256	101	v-1d(2c)	it is a must, it is necessary (one should, ought)	it is binding, it is necessary, it is proper; it is inevitable, Acts 21:22
δεῖγμα, ατος, τό	deigma	deigma		1164	1257	1	n-3c(4)	example	pr. that which is shown, a specimen, sample; met. an example by way of warning, Jude 7*
δειγματίζω	deigmatizō	deigmatizo	-, ἐδειγμάτισα, -, -, -	1165	1258	2	v-2a(1)	to expose to public disgrace; to make a spectacle of	to make a public show, or spectacle of, Mt. 1:19; Col. 2:15*
δείκνυμι	deiknymi	deiknymi	δείξω, ἔδειξα, δέδειχα, δέδειγμαι, ἐδείχθην	1166	1259	30	v-3c(2)	to show, explain, make known	also formed δεικνύω 3x, to show, point out, present to the sight, Mt. 4:8; 8:4; to exhibit, permit to see, cause to be seen, Jn. 2:18; 10:32; 1 Tim. 6:15; to demonstrate, prove, Jas. 2:18; 3:13; met. to teach, make known, declare, announce, Mt. 16:21; Jn. 5:20; Acts 10:28
δειλία, ας, ἡ	deilia	deilia		1167	1261	1	n-1a	timidity, cowardice	timidity, 2 Tim. 1:7*
δειλιάω	deiliaō	deiliao	-, ἐδειλίασα, -, -, -	1168	1262	1	v-1d(1b)	to be afraid, cowardly, timid	to be timid, be in fear, Jn. 14:27*
δειλός, ή, όν	deilos	deilos		1169	1264	3	a-1a(2a)	afraid, cowardly, timid	timid, fearful, cowardly, Mt. 8:26; Mk. 4:40; Rev. 21:8*
δεῖνα, ό	deina	deina		1170	1265	1	n-3f(1a)	a certain one, a person or thing one cannot or does not wish to name	such a one, a certain one, Mt. 26:18*
δεινῶς	deinōs	deinos		1171	1267	2	adverb	terribly, fiercely	dreadfully, grievously, greatly, terribly, Mt. 8:6; Lk. 11:53*
δειπνέω	deipneō	deipneo	δειπνήσω, ἐδείπνησα, -, -, -	1172	1268	4	v-1d(2a)	to eat supper, dine	to eat, or dine, Lk. 17:8; 22:20; 1 Cor. 11:25; Rev. 3:20
δεῖπνον, -ου, τό	deipnon	deipnon		1173	1270	16	n-2c	banquet, supper, evening meal	pr. a meal; supper, the principal meal taken in the evening, Lk. 14:12; Jn. 13:2, 4; meton. food, 1 Cor. 11:21; a feast, banquet, Mt. 23:6; Mk. 6:21; 12:39
δεισιδαιμονία, ας, ἡ	deisidaimonia	deisidaimonia		1175	1272	1	n-1a	religion	fear of the gods;, in a bad sense, superstition; a form of religious belief, Acts 25:19*
δεισιδαίμων, ον	deisidaimōn	deisidaimon		1174	1273	1	a-4b(1)	(very) religious	reverencing the gods and divine things, religious;, in a bad sense, superstitious; in NT careful and precise in the discharge of religious services, Acts 17:22*
δέκα	deka	deka		1176	1274	25	a-5b	ten	ten, Mt. 20:24; 25:1; ἡμερῶν δέκα, ten days, a few days, a short time, Rev. 2:10
δεκαοκτώ	dekaoktō	dekaokto		1176	1277	2	a-5b	eighteen	eighteen, Lk. 13:4, 11*
δεκαπέντε	dekapente	dekapente		1178	1278	3	a-5b	fifteen	fifteen, indecl., Jn. 11:18; Acts 27:28; Gal. 1:18*
Δεκάπολις, εως, ἡ	Dekapolis	Dekapolis		1179	1279	3	n-3e(5b)	Decapolis, [league of] ten cities	Decapolis, a district of Palestine beyond Jordan, Mk. 5:20; 7:31; Mt. 4:25*
δεκατέσσαρες, ων	dekatessares	dekatessares		1180	1280	5	a-5b	fourteen	fourteen, Mt. 1:17; 2 Cor. 12:2; Gal. 2:1*
δέκατος, η, ον	dekatos	dekatos		1181	1281	7	a-1a(2a)	tenth in a series of things or events; as a noun, the tenth part, ten percent of something, tithe	tenth, Jn. 1:39; Rev. 11:13; 21:20; δεκάτη, sc. μερις, a tenth part, tithe, Heb. 7:2, 4, 8, 9*
δεκατόω	dekatoō	dekatoo	-, -, δεδεκάτωκα, δεδεκάτωμαι, -	1183	1282	2	v-1d(3)	to collect a tenth; (pass.) to pay a tenth	to cause to pay tithes;, pass. to be tithed, pay tithes, Heb. 7:6, 9*
δεκτός, ή, όν	dektos	dektos		1184	1283	5	a-1a(2a)	acceptable, favorable	accepted, acceptable, agreeable, approved, Lk. 4:24; Acts 10:35; Phil. 4:18; by impl. when used of a certain time, marked by divine acceptance, propitious, Lk. 4:19; 2 Cor. 6:2*
δελεάζω	deleazō	deleazo	-, -, -, -, -	1185	1284	3	v-2a(1)	to entice, seduce, lure	pr. to entrap, take or catch with a bait; met. allure, entice, Jas. 1:14; 2 Pet. 2:14, 18*
δένδρον, -ου, τό	dendron	dendron		1186	1285	25	n-2c	tree	a tree, Mt. 3:10; 7:17; 13:32
δεξιολάβος, ου, ὁ	dexiolabos	dexiolabos		1187	1287	1	n-2a	spearman; other sources: bowman, slinger, bodyguard	one posted on the right hand; a flank guard; a light armed spearman, Acts 23:23*
δεξιός, -ιά, -ιόν	dexios	dexios		1188	1288	54	a-1a(1)	the right hand or side in contrast to the left	right, as opposed to left, Mt. 5:29, 30; Lk. 6:6; ἡ δεξιά, sc. χειρ, the right hand, Mt. 6:3; 27:29; τὰ δεξιά, sc. μέρη, the parts towards the right hand, the right hand side; καθιζειν, or, καθῆσθαι, or, ἑστάναι, ἐκ δεξιῶν (μερῶν) τινος, to sit or stand at the right hand of any one, as a mark of the highest honor and dignity which he can bestow, Mt. 20:20; 26:64; εἶνι ἐκ δεξιῶν (μερῶν) τινος, to be at one's right hand, as a helper, Acts 2:25; δεξιὰς (χειρας) διδόναι, to give the right hand to any one, as a pledge of sincerity in one's promises, Gal. 2:9
δέομαι	deomai	deomai	(ἐδεῖτο, 3ρδ σγ), -, -, -, -, ἐδεήθην	1189	1289	22	v-1d(2c)	to pray; ask, beg, plead	to be in want, to need; to ask, request, Mt. 9:38; Lk. 5:12; 8:28, 38; in NT absol. to pray, offer prayer, beseech, supplicate, Lk. 21:36; 22:32; Acts 4:31; 8:22, 24
δέος, ους, τό	deos	deos		127	1290	1	n-3d(2b)	awe, fear, reverence	fear, Heb. 12:28*
Δερβαῖος, α, ον	Derbaios	Derbaios		1190	1291	1	a-1a(1)	from Derbe, from Derbe	an inhabitant of Derbe, Acts 20:4*
Δέρβη, ης, ἡ	Derbē	Derbe		1191	1292	3	n-1b	Derbe	Derbe, a city of Lycaonia, Acts 14:6, 20; 16:0*
δέρμα, ατος, τό	derma	derma		1192	1293	1	n-3c(4)	skin, leather	the skin, of an animal, Heb. 11:37*
δερμάτινος, η, ον	dermatinos	dermatinos		1193	1294	2	a-1a(2a)	made of leather	made of skin, leathern, Mt. 3:4; Mk. 1:6*
δέρρις, εως, ἡ	derris	derris		2359	1295	0	n-3e(5b)	skin	
δέρω	derō	dero	-, ἔδειρα, -, -, ἐδάρην	1194	1296	15	v-1c(1)	to beat up, strike, flog, slap	to skin, flay;, hence, to eat, scourge, beat, Mt. 21:35; Mk. 12:3, 5; 13:9
δεσμεύω	desmeuō	desmeuo	(ἐδέσμευον), -, -, -, -, -	1195	1297	3	v-1a(6)	to tie up, bind; to arrest	to bind, bind up, as a bundle, Mt. 23:4; to bind, confine, Lk. 8:29; Acts 22:4*
δεσμέω	desmeō	desmeo		1196	1298	0	v-1d(2a)	to tie, bind	
δέσμη, ης, ἡ	desmē	desme		1197	1299	1	n-1b	bundle	a bundle, as of tares, Mt. 13:30*
δέσμιος, -ου, ὁ	desmios	desmios		1198	1300	16	n-2a	prisoner, one under arrest	one bound, a prisoner, Mt. 27:15, 16; Mk. 15:6
δεσμός, -οῦ, ὁ	desmos	desmos		1199	1301	18	n-2a	chain, fetter, imprisonment	a bond, anything by which one is bound, a cord, chain, fetters, etc.; and by meton. imprisonment, Lk. 8:29; Acts 16:26; 20:23; a string or ligament, as of the tongue, Mk. 7:35; met. an impediment, infirmity, Lk. 13:16
δεσμοφύλαξ, ακος, ὁJ	desmophylax	desmophylax		1200	1302	3	n-3b(1)	jailer, warden	a keeper of a prison, jailer, Acts 16:23, 27, 36*
δεσμωτήριον, ου, τό	desmōtērion	desmoterion		1201	1303	4	n-2c	prison, jail	a prison, Mt. 11:2; Acts 5:21, 23; 16:26*
δεσμώτης, ου, ὁ	desmōtēs	desmotes		1202	1304	2	n-1f	prisoner	a prisoner, i.q. δέσμιος, Acts 27:1, 42*
δεσπότης, -ου, ὁ	despotēs	despotes		1203	1305	10	n-1f	master; Sovereign Lord	a lord, master, especially of slaves, 1 Tim. 6:1, 2; 2 Tim. 2:21; Tit. 2:9; 1 Pet. 2:18; by impl. as denoting the possession of supreme authority, Lord, sovereign, used of God, Lk. 2:29; Acts 4:24; Rev. 6:10; and of Christ, 2 Pet. 2:1; Jude 4
δεῦρο	deuro	deuro		1204	1306	9	adverb	come, come here	here;, used also as a sort of imperative, come, Come here! Mt. 19:21; Mk. 10:21; used of time, ἄχρι τοῦ δεῦρο, sc. χρνvνου, to the present time, Rom. 1:13
δεῦτε	deute	deute		1205	1307	12	adverb	come, come here (pl. of {1306})	come, Mt. 4:19; 11:28; as a particle of exhortation, incitement, etc., and followed by an imperative, come now, etc., Mt. 21:38; 28:6
δευτεραῖος, αία, ον	deuteraios	deuteraios		1206	1308	1	a-1a(1)	on the following day, on the second day	on the second day, of a certain state or process, and used as an epithet of the subject or agent, Acts 28:13*
δευτερόπρωτος, ον	deuteroprōtos	deuteroprotos		1207	1310	0	a-3a	lit: second-first	
δεύτερος, -α, -ον	deuteros	deuteros		1208	1311	43	a-1a(1)	second	second, Mt. 22:26; τὸ δεύτερον, again, the second time, another time, Jude 5; so ἐκ δευτέρου, Mt. 26:42; and ἐν τῶ δευτέρω, Acts 7:13
δέχομαι	dechomai	dechomai	δέξομαι, ἐδεξάμην, -, δέδεγμαι, ἐδέχθην	1209	1312	56	v-1b(2)	to welcome, receive, accept	to take, into one's hands, etc., Lk. 2:28; 16:6, 7; to receive, Acts 22:5; 28:21; Phil. 4:18; to receive into and retain, contain, Acts 3:21; met. to receive by the hearing, learn, acquire a knowledge of, 2 Cor. 11:4; Jas. 1:21; to receive, admit, grant access to, receive kindly, welcome, Mt. 10:40, 41; 18:5; to receive in hospitality, entertain, Lk. 9:53; Heb. 11:31; to bear with, bear patiently, 2 Cor. 11:16; met. to receive, approve, assent to, Mt. 11:14; Lk. 8:13; Acts 8:14; 11:1; to admit, and by impl. to embrace, follow, 1 Cor. 2:14; 2 Cor. 8:17
δέω	deō	deo	δήσω, ἔδησα, δέδεκα, δέδεμαι, ἐδέθην	1210	1313	43	v-1d(2b)	to tie, bind, imprison	to bind, tie, Mt. 13:30; 21:2; to bind, confine, Mt. 27:2; 14:3; to impede, hinder, 2 Tim. 2:9; to bind with infirmity, Lk. 13:16; to bind by a legal or moral tie, as marriage, Rom. 7:2; 1 Cor. 7:27, 39; by impl. to impel, compel, Acts 20:22; in NT to pronounce or declare to be binding or obligatory, or, to declare to be prohibited and unlawful, Mt. 16:19; 18:18
δηλαυγῶς	dēlaugōs	delaugos		5081	1315	0	adverb	very clearly	
δῆλος, η, ον	dēlos	delos		1212	1316	3	a-1a(2a)	clear, plain, evident	pr. clearly visible; plain, manifest, evident, Mt. 26:73; 1 Cor. 15:27; Gal. 3:11*
δηλόω	dēloō	deloo	δηλώσω, ἐδήλωσα, -, δεδήλωμαι, ἐδηλώθην	1213	1317	7	v-1d(3)	to make clear, bring to light, show, point	to render manifest, or evident; to make known, to tell, relate, declare, 1 Cor. 1:11; Col. 1:8; to show, point out, bring to light, 1 Cor. 3:13; to indicate, signify, Heb. 9:8; 12:27; 1 Pet. 1:11
Δημᾶς, ᾶ, ὁ	Dēmas	Demas		1214	1318	3	n-1e	Demas, common folks	Demas, pr. name, Col. 4:14; 2 Tim. 4:10; Phlm. 24*
δημηγορέω	dēmēgoreō	demegoreo	(ἐδημηγόρουν), -, -, -, -, -	1215	1319	1	v-1d(2a)	to deliver a public address	to address a public assembly, to deliver a public oration, Acts 12:21*
Δημήτριος, ου, ὁ	Dēmētrios	Demetrios		1216	1320	3	n-2a	Demetrius, of Demeter	Demetrius, pr. name (1) The Ephesian silversmith, Acts 19:24, 38 (2) A certain Christian, 3 Jn. 12*
δημιουργός, οῦ, ὁ	dēmiourgos	demiourgos		1217	1321	1	n-2a	builder, craftsman, maker	pr. one who labors for the public, or, exercises some public calling; an architect, especially, the Divine Architect of the universe, Heb. 11:10
δῆμος, οῦ, ὁ	dēmos	demos		1218	1322	4	n-2a	people, crowd	the people, Acts 12:22; 17:5; 19:30, 33*
δημόσιος, ία, ιον	dēmosios	demosios		1219	1323	4	a-1a(1)	public, publicly	public, belonging to the public, Acts 5:18; δημοσιᾳ, publicly, Acts 16:37; 18:28; 20:20*
δηνάριον, -ου, τό	dēnarion	denarion		1220	1324	16	n-2c	denarius [about a day's wage]	Latin denarius, a Roman silver coin; the name originally meant ten asses, Mt. 18:28; Mk. 6:37; Rev. 6:6
δήποτε	dēpote	depote		1221	1325	0	adverb	whatever	
δήπου	dēpou	depou		1222	1327	1	adverb	surely, of course	now in some way, surely, Heb. 2:16*
διά	dia	dia		1223	1328	667	prep	(gen.) through, by means of; (acc.) because of, for the sake of, therefore	(1) gen., through, used of place or medium, Mt. 7:13; Lk. 6:1; 2 Cor. 11:33; through, of time, during, in the course of, Heb. 2:15; Acts 5:19; through, of immediate agency, causation, instrumentality, by means of, by, Jn. 1:3; Acts 3:18; of means or manner, through, by, with, Lk. 8:4; 2 Cor. 5:7; 8:8; of state or condition, in a state of, Rom. 4:11; (2) acc., used of causation which is not direct and immediate in the production of a result, on account of, because of, for the sake of, with a view to, Mk. 2:27; Jn. 1:31; rarely, through, while subject to a state of untoward circumstances, Gal. 4:13
διαβαίνω	diabainō	diabaino	-, διέβην, -, -, -	1224	1329	3	cv-3d	to pass through, come over, cross	to pass through, or over, Lk. 16:26; Acts 16:9; Heb. 11:29*
διαβάλλω	diaballō	diaballo	-, -, -, -, διεβλήθην	1225	1330	1	cv-2d(1)	(pass.) to have accusations brought upon someone	to throw, or convey through or over; to thrust through; to defame, inform against, Lk. 16:1*
διαβεβαιόομαι	diabebaioomai	diabebaioomai	-, -, -, -, -	1226	1331	2	cv-1d(3)	to confidently affirm, stress, insist on	to assert strongly, insist, 1 Tim. 1:7; Tit. 3:8*
διαβλέπω	diablepō	diablepo	διαβλέψω, διέβλεψα, -, -, -	1227	1332	3	cv-1b(1)	to see clearly; to open eyes wide	to look through; to view steadily, Mk. 8:25; to see clearly or steadily, Mt. 7:5; Lk. 6:42*
διάβολος, -ον	diabolos	diabolos		1228	1333	37	a-3a	devilish, malicious, slanderous; as a noun, the devil, Satan, or a wicked person who is like the devil	slanderer, 1 Tim. 3:11; 2 Tim. 3:3; Tit. 2:3; a treacherous informer, traitor, Jn. 6:70; ὁ διάβολος, the devil
διαγγέλλω	diangellō	diangello	-, -, -, -, διηγγέλην	1229	1334	3	cv-2d(1)	to proclaim (throughout); to give notice	to publish abroad, Lk. 9:60; Rom. 9:17; to certify to the public, Acts 21:26*
διαγίνομαι	diaginomai	diaginomai	-, διεγενόμην, -, -, -	1230	1335	3	cv-1c(2)	to pass, elapse (of time)	pas., to continue through; to intervene, elapse of time, Mk. 16:1; Acts 25:13; 27:9*
διαγινώσκω	diaginōskō	diaginosko	διαγνώσομαι, -, -, -, -	1231	1336	2	cv-5a	to determine, decide	pr. to distinguish; to resolve determinately; to examine, inquire into, judicially, Acts 23:15; 24:22*
διαγνωρίζω	diagnōrizō	diagnorizo	-, διεγνώρισα, -, -, -	1232	1337	0	v-2a(1)	to give an exact report	
διάγνωσις, εως, ἡ	diagnōsis	diagnosis		1233	1338	1	n-3e(5b)	decision	pr. an act of distinguishing or discernment; a determination; examination judicially, hearing, trial, Acts 25:21*
διαγογγύζω	diagongyzō	diagongyzo	(διεγόγγυζον), -, -, -, -, -	1234	1339	2	cv-2a(1)	to mutter, grumble, complain	to murmur, mutter, Lk. 15:2; 19:7*
διαγρηγορέω	diagrēgoreō	diagregoreo	-, διεγρηγόρησα, -, -, -	1235	1340	1	cv-1d(2a)	to become fully awake	to remain awake; to wake thoroughly, Lk. 9:32*
διάγω	diagō	diago	-, -, -, -, -	1236	1341	2	cv-1b(2)	to live, conduct one's life	to conduct, or carry through or over; to pass or spend time, live, 1 Tim. 2:2; Tit. 3:3*
διαδέχομαι	diadechomai	diadechomai	-, διεδεξάμην, -, -, -	1237	1342	1	cv-1b(2)	to receive (in turn)	to receive by transmission; to receive in return, Acts 7:45*
διάδημα, ατος, τό	diadēma	diadema		1238	1343	3	n-3c(4)	crown, diadem	pr. a band or fillet; a diadem, the badge of a sovereign, Rev. 12:3; 13:1; 19:12*
διαδίδωμι	diadidōmi	diadidomi	(διεδίδων), -, διέδωκα, -, -, -	1239	1344	4	cv-6a	to distribute, divide up	to deliver from hand to hand; to distribute, divide, Lk. 11:22; 18:22; Jn. 6:11; Acts 4:35*
διάδοχος, ου, ὁ	diadochos	diadochos		1240	1345	1	n-2a	successor	a successor, Acts 24:27*
διαζώννυμι	diazōnnymi	diazonnymi	-, διέζωσα, -, διέζωσμαι, -	1241	1346	3	cv-3c(1)	to wrap around, tie around, put on	to gird firmly round, Jn. 13:4, 5; mid. to gird round one's self, Jn. 21:7*
διαθήκη, -ης, ἡ	diathēkē	diatheke		1242	1347	33	n-1b	covenant, a solemn agreement between two parties; will, testament, a legal document by which property is transferred to heirs, usually upon death (Heb 9:16)	a testamentary disposition, will; a covenant, Heb. 9:16, 17; Gal. 3:15; in NT, a covenant of God with men, Gal. 3:17; 4:24; Heb. 9:4; Mt. 26:28; the writings of the old covenant, 2 Cor. 3:14
διαίρεσις, εως, ἡ	diairesis	diairesis		1243	1348	3	n-3e(5b)	difference, variety	a division; a distinction, difference, diversity, 1 Cor. 12:4, 5, 6*
διαιρέω	diaireō	diaireo	-, διεῖλον, -, -, -	1244	1349	2	cv-1d(2a)	to divide, distribute, apportion	to divide, to divide out, distribute, Lk. 15:12; 1 Cor. 12:11*
διακαθαίρω	diakathairō	diakathairo	-, ἐδιεκάθαρα, -, -, -	1245	1350	1	cv-2d(2)	to clear out, clean out (with a possible implication that the cleaning is thorough)	to cleanse thoroughly, Lk. 3:17*
διακαθαρίζω	diakatharizō	diakatharizo	διακαθαριῶ, -, -, -, -	1245	1351	1	cv-2a(1)	to clear out, clean out	to cleanse thoroughly, Mt. 3:12
διακατελέγχομαι	diakatelenchomai	diakatelenchomai	(διακατηλεγχόμην), -, -, -, -, -	1246	1352	1	cv-1b(2)	to refute (thoroughly)	to maintain discussion strenuously and thoroughly, to totally refute, Acts 18:28*
διακελεύω	diakeleuō	diakeleuo	-, -, -, -, -	1781	1353	0	v-1a(6)	to order	
διακονέω	diakoneō	diakoneo	(διηκόνουν), διακονήσω, διηκόνησα, -, -, διηκονήθην	1247	1354	37	v-1d(2a)	to serve, wait on, help, attend to; this often refers to spiritual and practical ministry in the Church. To wait upon tables (Ac 6:2) may mean to literally help in serving food, though some believe it refers (also) to the handling of finances	to wait, attend upon, serve, Mt. 8:15; Mk. 1:31; Lk. 4:39; to be an attendant or assistant, Acts 19:22; to minister to, relieve, assist, or supply with the necessaries of life, provide the means of living, Mt. 4:11; 27:55; Mk. 1:13; 15:41; Lk. 8:3; to fill the office of διάκονος, deacon, perform the duties of deacon, 1 Tim. 3:10, 13; 1 Pet. 4:11; to convey in charge, administer, 2 Cor. 3:3; 8:19, 20; 1 Pet. 1:12; 4:10; pass. to receive service, Mt. 20:28; Mk. 10:45
διακονία, -ας, ἡ	diakonia	diakonia		1248	1355	34	n-1a	ministry, service	ministry, service, can refer to helps and service of various kinds which can range in meaning from spiritual biblical teaching (Ac 6:4) to the practical giving of provisions, supplies, support, and finances to those in need (2 Co 9:12.
διάκονος, -ου, ὁ - ἡ	diakonos	diakonos		1249	1356	29	n-2a	servant, minister, a person who renders service and help to others, in some contexts with an implication of lower status; also transliterated as deacon, a trusted officer of helps and service in the local church	one who renders service, to another; an attendant, servant, Mt. 20:26; 22:13; Jn. 2:5, 9; one who executes a commission, a deputy, Rom. 13:4; Χριστοῦ, Θεοῦ, ἐν κυριω, etc. a commissioned minister or preacher of the Gospel, 1 Cor. 3:5; 2 Cor. 6:4; a minister charged with an announcement or sentence, 2 Cor. 3:6; Gal. 2:17; Col. 1:23; a minister charged with a significant characteristic, Rom. 15:8; a servitor, devoted follower, Jn. 12:26; a deacon or deaconess, whose official duty was to superintend the alms of the Church, with other kindred services, Rom. 16:1; Phil. 1:1; 1 Tim. 3:8, 12
διακόσιοι, αι, ον	diakosioi	diakosioi		1250	1357	8	a-1a(1)	two hundred	two hundred, Mk. 6:37; Jn. 6:7; 21:8; Acts 23:23f.*
διακούω	diakouō	diakouo	διακούσομαι -, -, -, -	1251	1358	1	cv-1a(8)	to give a (legal) hearing	to hear, a thing through; to hear judicially, Acts 23:35*
διακρίνω	diakrinō	diakrino	(διέκρινον), -, διέκρινα, -, -, διεκρίθην	1252	1359	19	cv-2d(6)	to make a distinction, judge a dispute; (mid./pass.) to doubt, hesitate, waver	to separate, sever; to make a distinction, or difference, Acts 15:9; 1 Cor. 11:29; to make to differ, distinguish, prefer, confer a superiority, 1 Cor. 4:7; to examine, scrutinize, estimate, 1 Cor. 11:31; 14:29; to discern, discriminate, Mt. 16:3; to judge, to decide a cause, 1 Cor. 6:5; to dispute, contend, Acts 11:2; Jude 9; to make a distinction mentally, Jas. 2:4; Jude 22; in NT to hesitate, be in doubt, doubt, Mt. 21:21; Mk. 11:23
διάκρισις, εως, ἡ	diakrisis	diakrisis		1253	1360	3	n-3e(5b)	distinguishing, differentiation; passing judgment	a separation; a distinction, or, doubt, Rom. 14:1; a discerning, the act of discerning or distinguishing, Heb. 5:14; the faculty of distinguishing and estimating, 1 Cor. 12:10*
διακωλύω	diakōlyō	diakolyo	διεκώλυον), -, -, -, -, -	1254	1361	1	cv-1a(4)	to deter, prevent	to hinder, restrain, prohibit, Mt. 3:14*
διαλαλέω	dialaleō	dialaleo	-, -, -, -, -	1255	1362	2	cv-1d(2a)	to talk about, discuss	to talk with;, by impl. to consult, deliberate, Lk. 6:11; to divulge, publish, spread by rumor, Lk. 1:65*
διαλέγομαι	dialegomai	dialegomai	(διελεγόμην), -, διελεξάμην, -, -, διελέχθην	1256	1363	13	cv-1b(2)	to reason, discuss, discourse; to argue, dispute	to discourse, argue, reason, Acts 17:2, 17; 24:12; to address, speak to, Heb. 12:5; to contend, dispute, Mk. 9:34; Jude 9
διαλείπω	dialeipō	dialeipo	-, διέλιπον, -, -, -	1257	1364	1	cv-1b(1)	to stop, cease	to leave an interval; to intermit, cease, Lk. 7:45*
διάλεκτος, ου, ἡ	dialektos	dialektos		1258	1365	6	n-2b	language, dialect, a communication code whether written or oral; in the NT this always refers to known languages commonly spoken in the ancient world	speech; manner of speaking; peculiar language, of a nation, dialect, vernacular idiom, Acts 1:19; 2:6, 8; 21:40; 22:2; 26:14
διαλλάσσομαι	diallassomai	diallassomai	-, -, -, -, διηλλάγην	1259	1367	1	cv-2b	to become reconciled	to be reconciled, to another, Mt. 5:24*
διαλογίζομαι	dialogizomai	dialogizomai	(διελογιζόμην), -, -, -, -, -	1260	1368	16	cv-2a(1)	to think, wonder about; to talk, discuss, argue	pr. to make a settlement of accounts; to reason, deliberate, ponder, consider, Mt. 16:7, 8; Mk. 2:6, 8; Jn. 11:50; to dispute, contend, Mk. 9:33
διαλογισμός, -οῦ, ὁ	dialogismos	dialogismos		1261	1369	14	n-2a	thought, doubt; argument, dispute	reasoning, thought, cogitation, purpose, Mt. 15:19; Mk. 7:21; discourse, dispute, disputation, contention, Lk. 9:46; doubt, hesitation, scruple, Lk. 24:38
